RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4535,15570236,Smith,719,France,Female,32,6,0.0,1,0,0,70713.01881905185,0
4536,15570237,Smith,624,Spain,Female,42,3,87309.19721479836,2,0,0,71568.52093026188,0
4537,15570238,Smith,635,France,Female,36,4,29084.193133579938,1,1,0,92583.56482126411,0
4538,15570239,Smith,838,Spain,Male,37,1,503.1897679888789,2,1,1,45230.67121990548,0
4539,15570240,Smith,601,Spain,Female,49,2,11806.421963314177,1,1,1,86062.97241081404,0
4540,15570241,Smith,651,Germany,Female,27,4,91319.05039227802,1,1,1,80926.01868272056,0
4541,15570242,Smith,693,France,Female,63,3,143051.86804664036,1,1,0,200000.0,1
4542,15570243,Smith,699,Spain,Male,18,2,76944.7258118122,3,1,1,66497.80899811075,0
4543,15570244,Smith,679,Germany,Female,32,1,85569.03273229823,2,0,0,196107.39891477086,0
4544,15570245,Smith,524,France,Female,44,8,134144.74694389626,1,1,1,60077.63732915717,0
4545,15570246,Smith,666,Germany,Male,47,1,0.0,2,1,0,112591.71426576728,1
4546,15570247,Smith,674,France,Male,38,8,101008.82108001359,2,1,1,110391.09956698149,0
4547,15570248,Smith,763,France,Female,39,3,74420.51078405893,2,1,0,159958.86052677064,0
4548,15570249,Smith,723,France,Female,44,9,103302.87294160336,1,1,1,153209.57725561998,0
4549,15570250,Smith,770,Spain,Female,37,8,50825.8045798092,1,1,1,190829.58376043208,0
4550,15570251,Smith,549,France,Male,56,8,34103.13547867589,1,1,1,111181.8419209981,0
4551,15570252,Smith,550,France,Female,50,9,82025.44521428028,1,1,0,149986.3982270082,1
4552,15570253,Smith,682,France,Male,50,4,157459.5661667231,2,0,0,66033.11072887646,0
4553,15570254,Smith,763,France,Male,28,6,118045.50522707314,1,1,1,66684.64492249678,0
4554,15570255,Smith,629,Spain,Male,39,3,49615.36149099542,1,0,0,136956.84200247668,0
4555,15570256,Smith,575,France,Male,36,10,7951.398200936004,1,1,1,125858.79373547767,0
4556,15570257,Smith,489,France,Male,27,9,0.0,1,1,0,169825.78777019255,0
4557,15570258,Smith,686,France,Male,44,3,140804.97259252408,4,0,1,96831.93651871981,0
4558,15570259,Smith,638,Spain,Female,33,0,27245.885593208623,3,0,1,105629.24078105303,0
4559,15570260,Smith,606,Germany,Male,47,9,58724.329350253174,1,1,1,39366.45823974078,0
4560,15570261,Smith,740,Spain,Male,27,8,141060.5563038788,2,1,0,164308.44727842315,0
4561,15570262,Smith,641,Germany,Male,60,9,0.0,1,0,0,95688.04397903102,1
4562,15570263,Smith,650,France,Male,29,7,149613.22547375294,2,0,1,14322.504277968765,0
4563,15570264,Smith,739,Spain,Male,42,8,62317.97730537491,1,1,1,184339.07740941038,0
4564,15570265,Smith,850,Spain,Male,49,0,17570.834238063057,1,1,0,163146.01767135586,1
4565,15570266,Smith,605,Spain,Male,33,1,62632.45364255434,3,1,0,95642.70594378072,1
4566,15570267,Smith,562,Germany,Male,50,10,38870.16092992612,3,1,1,104861.15799733334,1
4567,15570268,Smith,551,France,Female,25,7,97040.98994528578,1,1,1,200000.0,0
4568,15570269,Smith,697,France,Female,57,7,42593.37830561111,3,0,1,156509.97980230505,1
4569,15570270,Smith,540,Germany,Female,40,0,0.0,2,1,1,109845.24475875049,0
4570,15570271,Smith,612,France,Male,32,9,63971.87327955053,1,1,1,76970.01580710844,0
4571,15570272,Smith,621,France,Male,36,4,7172.74738567305,1,0,0,149208.12918858376,0
4572,15570273,Smith,805,France,Female,49,5,85215.99419941599,1,0,0,105699.59303050647,1
4573,15570274,Smith,769,France,Female,32,4,15643.483385833788,2,0,0,97825.61365263847,0
4574,15570275,Smith,496,France,Male,31,5,50599.35984139571,4,0,1,95274.72958939089,0
4575,15570276,Smith,808,Germany,Male,37,6,84129.39021071681,2,1,0,200000.0,0
4576,15570277,Smith,528,France,Male,25,10,64377.06374828653,2,1,0,140315.60758282326,0
4577,15570278,Smith,666,Spain,Male,61,9,87521.51415005224,2,1,0,43293.7589454965,1
4578,15570279,Smith,566,France,Male,33,5,109014.35828588784,1,1,0,60743.90855963087,0
4579,15570280,Smith,611,France,Male,49,2,17103.315013434694,1,1,1,139968.72598159916,0
4580,15570281,Smith,551,France,Male,42,5,71780.1229687646,1,1,1,27812.169233505803,0
4581,15570282,Smith,817,Spain,Female,28,8,0.0,2,0,1,119931.68310051439,0
4582,15570283,Smith,635,France,Male,39,5,87366.66508412619,3,1,0,54187.786980149125,1
4583,15570284,Smith,672,Spain,Female,49,5,59959.29348125789,1,1,1,66046.66749252792,0
4584,15570285,Smith,542,Spain,Female,37,4,25827.511826101436,1,1,0,108551.49812356016,0
4585,15570286,Smith,508,France,Male,54,10,90785.9711148262,2,1,1,85672.86185308083,0
4586,15570287,Smith,605,France,Female,52,0,133634.87885925337,1,1,0,11826.968435550618,1
4587,15570288,Smith,702,France,Male,51,4,51199.112620052845,2,1,0,91317.96917897684,1
4588,15570289,Smith,637,Spain,Male,34,10,27759.27548791399,1,1,0,132684.65821407957,0
4589,15570290,Smith,747,Germany,Female,27,0,83251.26312193558,2,1,1,120574.92644909264,0
4590,15570291,Smith,662,Spain,Female,32,7,8219.666667681973,2,0,1,167135.61073390546,0
4591,15570292,Smith,650,France,Female,42,0,41980.93147322304,1,1,0,45626.03682348403,0
4592,15570293,Smith,703,Germany,Female,46,7,136120.1080825251,2,1,0,128163.83228477849,0
4593,15570294,Smith,660,France,Female,18,3,78108.96149061438,1,0,1,93623.38611631727,0
4594,15570295,Smith,744,France,Male,39,2,0.0,1,1,0,89465.89409114352,0
4595,15570296,Smith,705,Spain,Male,41,3,0.0,1,0,0,119575.35389285351,0
4596,15570297,Smith,741,France,Male,36,1,83104.28463233878,3,1,0,73398.06350445267,1
4597,15570298,Smith,721,Germany,Male,55,2,118119.52879588438,1,1,1,67684.62019436332,0
4598,15570299,Smith,786,France,Male,45,3,0.0,1,1,0,62346.903835460274,0
4599,15570300,Smith,732,France,Female,55,8,97485.63037482543,2,1,1,103122.34306392017,0
4600,15570301,Smith,824,France,Male,37,9,141517.17537448593,1,1,0,103492.78303454765,0
4601,15570302,Smith,595,Spain,Male,51,1,169392.94939793192,1,1,0,80850.27405820298,1
4602,15570303,Smith,733,Spain,Female,59,2,91561.13799299381,1,1,0,145548.5430404671,1
4603,15570304,Smith,511,Germany,Male,55,3,100340.12972762372,2,1,1,92765.335759249,0
4604,15570305,Smith,744,Spain,Female,26,2,0.0,4,1,0,200000.0,0
4605,15570306,Smith,655,Spain,Male,36,2,179987.62739979947,1,1,1,173879.72983774194,0
4606,15570307,Smith,743,France,Male,35,8,46225.48934519393,2,0,0,10000.0,0
4607,15570308,Smith,817,France,Male,45,4,28326.442078747932,1,1,0,51072.056362202246,0
4608,15570309,Smith,730,Spain,Male,48,10,62239.69327801877,2,1,1,79946.1387867984,0
4609,15570310,Smith,608,Germany,Female,29,8,150583.67070927157,1,1,1,170480.8171906459,0
4610,15570311,Smith,541,Spain,Female,40,5,185402.3023771774,1,1,0,10000.0,0
4611,15570312,Smith,703,France,Female,18,9,81270.43397379223,2,0,1,18730.562749651275,0
4612,15570313,Smith,621,Spain,Female,57,7,124904.20863018275,1,1,1,131767.56403785845,0
4613,15570314,Smith,716,France,Female,33,0,77160.2024342752,1,1,0,153664.749526357,0
4614,15570315,Smith,599,France,Male,40,7,23110.2263490908,4,1,0,63112.744821201275,1
4615,15570316,Smith,557,Spain,Male,36,0,148837.18353941455,4,1,0,93698.2162141797,1
4616,15570317,Smith,625,Spain,Male,53,8,43893.62598218055,1,1,0,78027.647435983,1
4617,15570318,Smith,700,France,Female,18,2,151776.53866859412,2,1,1,179624.5221743295,0
4618,15570319,Smith,662,Spain,Male,39,8,139927.06648845418,2,0,0,175349.901401147,0
4619,15570320,Smith,568,France,Male,38,7,105701.8131978604,1,1,0,17914.537803659536,0
4620,15570321,Smith,830,France,Female,34,6,166448.73781271765,3,0,0,74309.87062611169,0
4621,15570322,Smith,636,Spain,Male,60,0,186617.3016592869,2,1,1,78581.25078417714,0
4622,15570323,Smith,423,France,Male,29,6,66237.83185178443,2,1,1,134116.05626155192,0
4623,15570324,Smith,743,Spain,Male,49,1,34560.294079178435,1,1,0,198313.62112484223,1
4624,15570325,Smith,648,Spain,Female,44,1,0.0,1,1,0,82865.37453602218,0
4625,15570326,Smith,632,Germany,Male,55,8,187234.11277151282,1,0,0,138324.98899542016,1
4626,15570327,Smith,630,Germany,Female,31,8,53015.89955407752,1,1,1,42554.52149762025,0
4627,15570328,Smith,631,France,Male,31,0,131751.842855087,1,0,0,101574.8454072337,0
4628,15570329,Smith,816,France,Male,53,10,37937.23162452584,1,1,1,142437.34550746265,0
4629,15570330,Smith,696,Spain,Female,45,6,151913.28204560175,1,0,0,111324.6772309613,0
4630,15570331,Smith,676,France,Female,21,4,39994.120409229334,1,1,1,123110.0498285049,0
4631,15570332,Smith,623,Spain,Male,33,5,15414.043319132841,1,1,1,178136.04555102906,0
4632,15570333,Smith,822,France,Female,44,0,64574.67845231248,1,1,1,200000.0,0
4633,15570334,Smith,734,Spain,Female,50,5,48411.21495191814,1,1,0,124753.32686620073,1
4634,15570335,Smith,748,France,Male,31,10,104814.98927306062,2,0,1,168190.2821358675,0
4635,15570336,Smith,677,France,Female,18,0,72430.25364037382,1,0,0,177979.31353096978,0
4636,15570337,Smith,749,Germany,Female,46,3,106385.11972759607,3,1,0,200000.0,1
4637,15570338,Smith,689,France,Male,25,1,60448.9263457353,2,1,1,70507.57063624798,0
4638,15570339,Smith,612,Spain,Female,18,1,41744.631449059736,2,0,1,10000.0,0
4639,15570340,Smith,686,Spain,Male,18,0,45821.97260519632,3,1,1,135055.10165931625,0
4640,15570341,Smith,850,France,Male,49,6,177246.93990155132,1,0,0,166406.40611141635,0
4641,15570342,Smith,670,Spain,Female,41,10,86258.5466113468,1,1,1,104535.49333236372,0
4642,15570343,Smith,777,France,Female,37,1,0.0,1,0,0,112480.79512578434,0
4643,15570344,Smith,769,Germany,Female,56,6,48989.54932729595,1,0,0,136678.29708724536,1
4644,15570345,Smith,706,Spain,Female,47,1,79843.30162379378,1,1,1,78140.42628397715,0
4645,15570346,Smith,815,France,Male,59,6,167269.98406251892,2,1,0,35384.88874709139,1
4646,15570347,Smith,432,France,Female,23,3,126434.93579449497,1,1,1,10000.0,0
4647,15570348,Smith,466,Spain,Female,39,8,28914.108175904243,4,1,0,13908.214189347316,1
4648,15570349,Smith,822,Spain,Male,20,0,195917.78767862255,2,1,0,85545.74734342608,0
4649,15570350,Smith,585,Spain,Male,37,2,73441.98175992612,2,0,1,102480.04032069157,0
4650,15570351,Smith,661,France,Male,37,4,137316.49055374722,1,1,1,79190.21662303922,0
4651,15570352,Smith,825,Germany,Male,47,6,17249.575130004865,2,1,0,31002.09397624123,1
4652,15570353,Smith,669,France,Male,40,6,0.0,1,1,0,83564.11683882162,0
4653,15570354,Smith,818,Spain,Female,47,5,4578.425481581959,1,1,1,84256.39028356275,0
4654,15570355,Smith,611,France,Male,48,4,0.0,2,1,0,147981.740978609,1
4655,15570356,Smith,711,France,Female,65,4,180604.46636264544,1,1,0,116152.02449703842,1
4656,15570357,Smith,655,Spain,Female,36,3,85726.6459443208,1,1,1,94122.83396299201,0
4657,15570358,Smith,799,France,Female,28,8,28767.799077598436,2,1,0,99229.72930814896,0
4658,15570359,Smith,623,Germany,Male,42,7,97631.20149900604,1,1,1,40720.577293107395,0
4659,15570360,Smith,553,Spain,Male,30,8,84466.70180900829,2,1,1,114821.92339665044,0
4660,15570361,Smith,603,Germany,Female,57,6,106046.66978069957,2,1,1,146561.26970564085,0
4661,15570362,Smith,607,France,Female,36,10,135476.57005681342,1,0,0,109065.11224885423,0
4662,15570363,Smith,585,France,Male,33,10,60503.94234874923,2,1,1,58074.3183735616,0
4663,15570364,Smith,581,Spain,Male,34,4,31008.034694950657,3,0,0,143371.9955799515,1
4664,15570365,Smith,762,France,Male,48,10,116388.76071859588,1,1,0,130278.76487100551,0
4665,15570366,Smith,790,France,Female,38,9,115116.63889422329,1,1,0,144335.73972489906,0
4666,15570367,Smith,689,Spain,Male,32,1,80036.79040606724,2,1,0,108538.23835550588,0
4667,15570368,Smith,585,Spain,Male,59,3,183877.7094340386,2,0,0,130690.52718005219,1
4668,15570369,Smith,591,France,Male,29,5,53108.89385691739,2,1,1,101114.96709278881,0
4669,15570370,Smith,442,Germany,Male,40,7,30007.101418236583,1,0,0,119319.81834516604,0
4670,15570371,Smith,687,France,Male,47,10,95904.57137533008,1,0,0,80711.65623510769,0
4671,15570372,Smith,581,Spain,Male,20,4,41253.10715432509,3,0,1,101007.98360911054,0
4672,15570373,Smith,797,France,Male,45,8,99775.82620724478,1,1,0,94510.10681553236,0
4673,15570374,Smith,512,France,Female,27,3,33349.587208028,2,1,1,134705.9701001944,0
4674,15570375,Smith,590,Spain,Male,49,5,54987.88585340572,2,0,1,84900.91036848296,0
4675,15570376,Smith,640,Germany,Male,28,3,169542.02100195826,1,1,1,148682.87932590407,0
4676,15570377,Smith,696,France,Male,48,5,54720.63216261606,2,1,0,39896.89789084507,1
4677,15570378,Smith,830,Spain,Female,53,9,35057.42279913519,1,0,1,10000.0,0
4678,15570379,Smith,512,France,Female,50,2,133533.939435325,4,0,1,39493.464264374925,0
4679,15570380,Smith,619,Germany,Female,43,10,22447.90248566532,1,0,1,94531.90349431727,0
4680,15570381,Smith,507,Spain,Female,37,7,40352.838492646595,1,1,0,145153.29495605332,0
4681,15570382,Smith,728,Germany,Male,33,3,103828.05602544972,2,1,1,58665.900012264734,0
4682,15570383,Smith,585,France,Male,57,6,121920.5711936646,2,1,1,36006.565628450604,0
4683,15570384,Smith,639,France,Female,31,9,136023.8195540537,1,1,0,59881.90232450633,0
4684,15570385,Smith,632,France,Male,27,7,37638.90838897576,1,0,1,136832.72006171988,0
4685,15570386,Smith,661,France,Male,47,8,104800.433649306,1,1,1,84893.87785450468,0
4686,15570387,Smith,634,France,Male,30,1,51694.59002279102,1,1,1,92420.99386839224,0
4687,15570388,Smith,552,France,Male,28,2,44717.218324468384,2,1,0,147684.60207774208,0
4688,15570389,Smith,658,Germany,Male,22,8,135160.63911461429,1,0,1,81957.90456420014,0
4689,15570390,Smith,570,France,Male,34,6,47522.28020702069,2,1,0,148615.29468393247,0
4690,15570391,Smith,731,Germany,Female,39,6,88910.22980104899,2,0,1,95569.65862085798,0
4691,15570392,Smith,655,France,Female,42,3,82778.97346153195,3,0,0,59747.58933860129,1
4692,15570393,Smith,546,Germany,Female,51,0,21462.28118307487,2,1,0,135165.77231929047,1
4693,15570394,Smith,850,Germany,Female,46,7,123304.64276781603,1,1,0,129357.7677319023,0
4694,15570395,Smith,815,France,Male,37,9,103014.0446839477,1,1,1,118889.19547839521,0
4695,15570396,Smith,850,Germany,Male,37,8,0.0,4,0,1,200000.0,0
4696,15570397,Smith,615,Germany,Female,46,10,88871.05556186716,3,1,0,142456.1877958884,1
4697,15570398,Smith,566,France,Male,55,3,36351.32829166895,1,1,0,42511.195540273286,1
4698,15570399,Smith,730,Germany,Female,41,0,129853.76532063138,3,0,0,111822.16372068138,1
4699,15570400,Smith,760,France,Female,34,8,2730.0081609620975,2,0,1,135200.71524813946,0
4700,15570401,Smith,669,France,Male,28,4,57176.15156852279,3,1,0,115286.52202338127,0
4701,15570402,Smith,439,Spain,Male,22,5,93101.22754942329,2,1,0,61826.097947451686,0
4702,15570403,Smith,551,France,Female,47,1,77717.01470709375,3,0,1,59305.748129295986,0
4703,15570404,Smith,692,France,Female,46,4,113147.91283569857,3,1,0,39248.25691097394,1
4704,15570405,Smith,583,Germany,Male,46,0,0.0,1,1,0,115965.40878027072,1
4705,15570406,Smith,513,Germany,Female,38,2,157595.7168433689,4,1,0,72539.61568749597,1
4706,15570407,Smith,624,Germany,Female,56,0,101257.23293941357,1,1,1,60608.882311966176,0
4707,15570408,Smith,325,Spain,Male,34,0,142985.9106500448,1,1,1,75906.99636056762,0
4708,15570409,Smith,589,Germany,Female,51,8,118712.00846166207,2,0,1,52962.79843477523,0
4709,15570410,Smith,607,France,Female,39,5,74419.49427724782,2,0,0,115754.8904706744,0
4710,15570411,Smith,681,Germany,Female,32,7,10790.089454441964,3,1,1,97326.33599094398,0
4711,15570412,Smith,704,France,Male,47,4,46822.34093756495,1,1,0,129148.88431031513,1
4712,15570413,Smith,687,Germany,Female,44,8,154478.16664312885,1,0,1,70832.300168847,0
4713,15570414,Smith,739,Spain,Female,44,3,144271.8890828191,1,1,1,106953.1772834137,0
4714,15570415,Smith,633,Germany,Female,40,9,44020.0009948155,1,1,1,107869.50467577978,0
4715,15570416,Smith,504,Germany,Male,39,7,0.0,2,1,0,121462.09394328196,0
4716,15570417,Smith,654,Germany,Male,68,5,64365.51328474406,1,1,1,104204.45588831205,1
4717,15570418,Smith,562,Spain,Male,54,10,60614.85559354418,1,0,1,42751.14725009129,0
4718,15570419,Smith,514,Germany,Female,48,9,62511.36939798083,1,0,0,125540.28463399451,1
4719,15570420,Smith,707,Germany,Female,41,10,101426.96009157007,2,1,1,134257.3613213263,0
4720,15570421,Smith,508,France,Male,52,4,118810.62896608317,1,0,1,104493.20240227105,0
4721,15570422,Smith,718,Spain,Male,46,4,124514.9773549762,2,1,1,84908.43183555413,0
4722,15570423,Smith,520,France,Male,40,2,97285.45700676835,1,1,1,164229.5623473777,0
4723,15570424,Smith,620,Germany,Female,36,3,0.0,1,1,0,125104.74837590431,0
4724,15570425,Smith,593,France,Female,39,9,57940.013365335224,3,1,1,122141.85915849364,0
4725,15570426,Smith,763,Germany,Female,18,4,190204.4891774595,1,0,1,108612.73863075589,0
4726,15570427,Smith,709,France,Female,42,8,93710.83674012392,2,1,0,77535.10815643577,0
4727,15570428,Smith,567,France,Female,34,9,93390.97842219326,2,1,0,136398.62131254148,0
4728,15570429,Smith,634,Germany,Male,59,2,92974.29698869289,2,0,0,81414.01365733004,1
4729,15570430,Smith,782,France,Female,40,4,95768.9811252995,2,1,0,131728.17505915966,0
4730,15570431,Smith,799,France,Male,25,10,0.0,2,0,1,39450.932033074896,0
4731,15570432,Smith,513,Germany,Male,39,8,63023.78415444657,2,1,0,137853.9228739825,0
4732,15570433,Smith,781,France,Male,27,0,73105.35841026553,1,0,0,107647.80095876235,0
4733,15570434,Smith,773,Spain,Female,45,4,139074.76996267063,1,1,0,116318.34125127595,0
4734,15570435,Smith,667,Spain,Male,43,3,77383.6447311148,3,0,0,170522.3794211491,1
4735,15570436,Smith,640,Germany,Female,51,0,0.0,4,1,0,95249.09390961076,1
4736,15570437,Smith,594,France,Male,30,0,96504.45780858761,1,1,0,103509.8455016806,0
4737,15570438,Smith,524,France,Male,40,6,34808.767587862734,1,1,0,87782.80516256296,0
4738,15570439,Smith,683,Spain,Female,23,5,14160.717945929115,1,1,1,154802.4998293841,0
4739,15570440,Smith,632,France,Female,48,0,33292.04766417096,2,0,0,59000.16258658056,1
4740,15570441,Smith,693,France,Male,46,3,102125.21148322578,1,0,1,89170.97039141903,0
4741,15570442,Smith,695,France,Male,45,6,137938.06198800344,2,1,0,134539.77947663065,0
4742,15570443,Smith,850,Spain,Female,40,10,99146.49725887933,3,1,0,165455.68709998368,1
4743,15570444,Smith,769,Germany,Male,44,5,106601.16118085108,4,1,0,127851.6964939984,1
4744,15570445,Smith,704,France,Female,59,9,98652.26364190006,1,1,0,78796.39702335357,1
4745,15570446,Smith,436,France,Female,36,1,80066.35884302342,4,0,0,88811.05106558918,1
4746,15570447,Smith,689,Spain,Male,41,10,109846.53174813787,2,1,0,94039.50844548905,0
4747,15570448,Smith,808,France,Female,26,8,0.0,1,1,0,122745.1636057517,0
4748,15570449,Smith,607,Spain,Male,29,9,80554.41756524166,1,1,1,57201.26287064609,0
4749,15570450,Smith,850,France,Male,41,2,22753.748268887422,2,0,0,85122.63253860136,0
4750,15570451,Smith,704,France,Female,53,1,133145.12862720696,4,0,1,90511.80042174432,0
4751,15570452,Smith,679,France,Male,36,0,67642.23473915698,1,0,1,163976.5800824783,0
4752,15570453,Smith,550,France,Male,37,2,76547.40441339152,1,0,1,144354.98332898898,0
4753,15570454,Smith,800,Germany,Male,35,5,0.0,1,1,0,73239.30111296405,0
4754,15570455,Smith,566,Germany,Female,33,9,125841.54445064257,4,0,1,122556.23319041912,0
4755,15570456,Smith,593,Spain,Male,43,0,106366.40601369046,4,1,0,137307.47769262138,1
4756,15570457,Smith,461,Spain,Male,22,1,102847.39411702516,1,1,0,13685.911788377824,0
4757,15570458,Smith,739,France,Male,55,8,34348.857391558886,1,0,0,67795.63825902196,1
4758,15570459,Smith,708,Spain,Male,32,0,36318.007753093494,3,0,1,200000.0,0
4759,15570460,Smith,651,Spain,Male,48,0,86179.97272229526,2,1,0,136173.94570110235,1
4760,15570461,Smith,724,France,Male,24,8,40275.079487597446,4,1,1,178920.56192396086,0
4761,15570462,Smith,714,France,Female,48,2,96744.64813386693,3,0,0,121323.77438250021,1
4762,15570463,Smith,613,France,Female,48,5,0.0,1,0,1,108673.9779808581,0
4763,15570464,Smith,571,France,Male,44,2,50622.77217967037,2,1,1,74289.18696927035,0
4764,15570465,Smith,478,Spain,Male,28,1,164837.67327132457,1,1,1,193116.48910687317,0
4765,15570466,Smith,632,Germany,Female,42,10,96974.29139978824,2,1,0,126639.56587484211,0
4766,15570467,Smith,519,Germany,Female,25,2,83339.68322654963,2,0,1,129264.89629919853,0
4767,15570468,Smith,666,France,Female,36,9,174261.32678356784,4,1,1,180108.71986126527,0
4768,15570469,Smith,633,France,Male,52,3,0.0,4,1,0,79281.29697031323,1
4769,15570470,Smith,609,France,Male,49,10,34234.444260594624,1,1,0,92690.79322809717,1
4770,15570471,Smith,754,Spain,Female,40,0,54941.34141263054,1,1,1,149016.594422699,0
4771,15570472,Smith,551,France,Female,28,2,117917.5616502695,1,1,0,74358.38641406006,0
4772,15570473,Smith,465,France,Female,47,6,118782.81816141182,3,1,1,36658.06215791614,0
4773,15570474,Smith,627,Spain,Male,40,1,31699.664550868692,2,1,0,131402.034971187,0
4774,15570475,Smith,576,France,Male,18,6,124897.71610712749,4,1,1,128119.85785573316,0
4775,15570476,Smith,662,France,Male,49,3,54834.261633914626,2,1,0,68883.6717621088,1
4776,15570477,Smith,558,France,Female,39,6,135581.98128245835,1,0,0,105719.33594472067,0
4777,15570478,Smith,692,France,Female,54,10,23367.86509389711,1,1,0,105110.80555041597,1
4778,15570479,Smith,552,Spain,Female,26,2,68834.42004669197,1,1,1,83959.58491915755,0
4779,15570480,Smith,551,France,Male,18,6,50491.634231171985,2,1,0,109158.76588052615,0
4780,15570481,Smith,711,France,Female,43,9,127801.51857828569,3,1,1,180606.80103370378,0
4781,15570482,Smith,645,France,Female,43,6,48860.93917169145,1,0,1,99900.09325589836,0
4782,15570483,Smith,531,France,Male,19,2,72877.5735494122,3,1,0,200000.0,0
4783,15570484,Smith,554,Germany,Male,28,5,100340.56988315246,1,1,0,103409.84926982713,0
4784,15570485,Smith,612,France,Female,73,8,102262.92415130597,1,1,0,66830.92018314698,1
4785,15570486,Smith,535,France,Female,36,10,119347.63037365858,2,0,0,200000.0,0
4786,15570487,Smith,621,Spain,Female,48,6,85556.23884223333,1,0,0,56768.82112181155,1
4787,15570488,Smith,624,France,Male,32,4,54087.55423600844,3,1,1,10000.0,0
4788,15570489,Smith,558,Spain,Male,18,10,57515.06273206248,1,1,1,142175.95268212425,0
4789,15570490,Smith,715,France,Male,37,0,76283.6157603806,1,1,0,200000.0,0
4790,15570491,Smith,547,Germany,Male,36,7,87479.62380371917,2,0,1,78568.86747565682,0
4791,15570492,Smith,774,Germany,Male,35,3,67641.41760757819,4,1,1,106702.03035044586,0
4792,15570493,Smith,628,Spain,Male,38,10,75960.17104827736,2,1,1,61729.25683699625,0
4793,15570494,Smith,584,Spain,Female,43,1,0.0,1,1,1,96437.38667360166,0
4794,15570495,Smith,703,France,Male,38,8,108367.76422273391,1,1,1,59022.87644196867,0
4795,15570496,Smith,653,Germany,Male,24,2,84055.61444447149,1,0,0,145054.89005381535,0
4796,15570497,Smith,725,France,Female,45,5,125093.52067705442,1,0,1,164418.8280880532,0
4797,15570498,Smith,449,France,Male,18,2,75008.02537035424,3,1,1,35585.069279247975,0
4798,15570499,Smith,701,France,Female,18,6,0.0,1,1,0,164066.02595948696,0
4799,15570500,Smith,598,France,Female,48,1,57077.69053466625,1,0,0,57223.87418175686,1
4800,15570501,Smith,653,Spain,Male,46,3,65003.50384407916,2,1,0,117915.72256292509,1
4801,15570502,Smith,641,France,Male,39,10,112145.16527167994,3,1,0,147369.3220029294,1
4802,15570503,Smith,784,Spain,Female,23,9,0.0,1,0,0,91238.36656228868,0
4803,15570504,Smith,463,France,Male,31,8,77058.97584744674,1,1,1,40292.970116485594,0
4804,15570505,Smith,811,Germany,Male,36,10,100683.7607896653,1,1,1,54162.703653911994,0
4805,15570506,Smith,720,Spain,Female,20,7,41925.605735924015,1,1,0,146841.68139878407,0
4806,15570507,Smith,665,Spain,Male,31,7,78731.40049084237,1,1,0,155509.3744260114,0
4807,15570508,Smith,506,Spain,Male,47,7,43648.17454250777,2,1,1,21284.980809094166,0
4808,15570509,Smith,482,Germany,Male,57,6,38521.35333898047,1,1,0,174183.73410592665,1
4809,15570510,Smith,593,France,Male,34,5,54579.00749343415,1,1,0,63342.95510873386,0
4810,15570511,Smith,713,France,Female,49,7,39465.400376649464,1,0,1,74079.61885576147,0
4811,15570512,Smith,649,Spain,Male,18,6,109180.91559681663,4,1,0,122784.00602416336,0
4812,15570513,Smith,707,Germany,Female,47,0,38252.40615823111,2,0,0,10000.0,1
4813,15570514,Smith,503,France,Female,30,5,29854.499647603632,3,0,0,114310.39404472457,0
4814,15570515,Smith,654,France,Female,43,7,163396.43334197666,1,1,1,94455.74068882992,0
4815,15570516,Smith,759,France,Male,37,4,123037.00059120177,2,0,1,130663.68679966155,0
4816,15570517,Smith,795,France,Male,55,5,0.0,1,1,0,94902.65184533595,1
4817,15570518,Smith,524,Germany,Male,29,1,36761.585507373326,1,1,0,153337.6554392771,0
4818,15570519,Smith,614,France,Male,47,10,87123.14858613553,2,1,1,58902.8667715499,0
4819,15570520,Smith,615,Spain,Female,36,1,91187.75336157467,2,0,1,131192.74707471335,0
4820,15570521,Smith,587,Germany,Female,38,1,475.3567131553282,4,1,1,86784.13878723307,0
4821,15570522,Smith,740,France,Female,37,5,132928.2746411161,2,1,1,15247.099709373273,0
4822,15570523,Smith,850,France,Female,29,4,116261.22095908129,1,1,1,67239.9204053329,0
4823,15570524,Smith,538,France,Male,39,5,99095.08160201693,1,1,1,106420.19495157534,0
4824,15570525,Smith,692,Spain,Male,39,5,142836.42453560606,1,1,1,97263.71757286481,0
4825,15570526,Smith,679,France,Female,42,3,97614.4996285459,1,0,1,70672.15288527028,0
4826,15570527,Smith,681,France,Male,41,6,97429.04396259236,2,1,1,58561.62318230333,0
4827,15570528,Smith,783,France,Male,49,8,152883.96359111211,2,1,0,102320.92184108846,0
4828,15570529,Smith,687,France,Female,51,6,130060.97903638544,3,0,1,175477.89546914658,0
4829,15570530,Smith,436,France,Female,27,5,32924.627054423436,2,0,1,93400.40710623538,0
4830,15570531,Smith,506,France,Male,50,10,106659.75893359576,2,0,1,38404.21475851581,0
4831,15570532,Smith,543,France,Female,25,2,41786.6067520709,1,1,0,200000.0,0
4832,15570533,Smith,575,Spain,Male,47,5,100207.7275475139,1,1,1,10000.0,0
4833,15570534,Smith,636,France,Male,47,7,98830.67535099073,2,0,1,190149.01453208947,0
4834,15570535,Smith,628,Spain,Male,18,7,5826.634377200695,4,1,0,107713.12931301941,0
